Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
Character Stand Plate Mobile Suit Gundam: Iron-Blooded Orphans Orga Itsuka ,Bandai,"Character Stand Plate , 02",Mobile Suit Gundam,"Early Dec., 2015",540yenabout4.74USD,"3.95USD

",sO,2333331, 15 x 15 x 2.8 cm , 81g
Character Stand Plate Mobile Suit Gundam: Iron-Blooded Orphans Mikazuki Augus ,Bandai,"Character Stand Plate , 01",Mobile Suit Gundam,540yenabout4.74USD,"

450yenabout3.95USD

",sO,null,null, 15 x 15 x 2.8 cm , 81g
Flying Base R ,Kotobukiya,"ABS , Steel",Modeling Support Goods,"Late Sep., 2016",756yenabout6.63USD,"5.83USD

",sO,MB42R, 18.3 x 13 x 2.5 cm , 53g
Character Stand ,Kotobukiya,Modeling Support Goods,"Late Apr., 2014",756yenabout6.63USD,"

665yenabout5.83USD

",sO,null,null, 19 x 13 x 2 cm , 34g
GP Base ,Bandai,1/144,"HG Build Custom , 000",Mobile Suit Gundam,"Early Nov., 2013",5.69USD,4.74USD,4543112851567, 19 x 15 x 4.7 cm , 118g
H Hanger Octagon ,Wave,Display,Wave H Hanger,"Mid Dec., 2012","1,944yenabout17.06USD","15USD

",sO,HH-32, 35 x 24 x 6 cm , 620g
H Hanger Octagon ,Wave,Display,Wave H Hanger,"Mid Dec., 2012","1,944yenabout17.06USD","15USD

",sO,HH-31, 35 x 24 x 6 cm , 617g
Expansion Arm Accessory Set for H Hanger ,Wave,Display,Wave H Hanger,"Mid Jul., 2012",972yenabout8.53USD,"7.5USD

",sO,HH-022, 24.2 x 17 x 4 cm , 220g
Expansion Arm Accessory Set for H Hanger ,Wave,Wave H Hanger,"Mid Jul., 2012",972yenabout8.53USD,"

855yenabout7.5USD

",sO,null,null, 24.7 x 17 x 4.1 cm , 220g
H Hanger ,Wave,Display,Wave H Hanger,"Mid Mar., 2012","1,728yenabout15.16USD","13.34USD

",sO,HH-012, 33.9 x 23.8 x 6.3 cm , 606g
H Hanger ,Wave,Display,Wave H Hanger,"Mid Mar., 2012","1,728yenabout15.16USD","13.34USD

",sO,HH-011, 33.9 x 23.8 x 6.3 cm , 612g
MS Garage / Dark Green ,Kawai Shokai,"1/144 , 1/100","Late Nov., 2011","3,456yenabout30.32USD","

2,720yenabout23.86USD

",sO,null,null,null,null
MS Garage / Light Brown ,Kawai Shokai,"1/144 , 1/100","Late Nov., 2011","3,456yenabout30.32USD","

2,720yenabout23.86USD

",sO,null,null, 32.8 x 21.8 x 9 cm , 583g
MS Garage / Dark Brown ,Kawai Shokai,"1/144 , 1/100","Late Nov., 2011","3,456yenabout30.32USD","

2,720yenabout23.86USD

",sO,null,null, 32.7 x 21.7 x 9 cm , 581g
MS Garage / Light Gray ,Kawai Shokai,"1/144 , 1/100","Late Nov., 2011","3,456yenabout30.32USD","

2,720yenabout23.86USD

",sO,null,null, 32.7 x 21.7 x 9 cm , 580g
MS Garage / Dark Gray ,Kawai Shokai,"1/144 , 1/100","Late Nov., 2011","3,456yenabout30.32USD","

2,720yenabout23.86USD

",sO,null,null, 32.7 x 21.7 x 9 cm , 579g
Gunpla LED Unit 2 pieces Set ,Bandai,"Late Sep., 2011","1,188yenabout10.42USD","

990yenabout8.69USD

","
9pointsOther Currencies
",null,null,null, 18 x 12 x 3.5 cm , 35g
Zio Chain Base 03 Lunar surface Scene Set ,Kotobukiya,Modeling Support Goods,"Mid Oct., 2011","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 18.1 x 17.2 x 7.6 cm , 245g
Zio Chain Base 02 City Scene Set ,Kotobukiya,Modeling Support Goods,"Mid Oct., 2011","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 18.1 x 17.2 x 7.6 cm , 233g
Zio Chain Base 01 Desert Scene Set ,Kotobukiya,Modeling Support Goods,"Mid Oct., 2011","1,296yenabout11.37USD","

1,140yenabout10USD

",sO,null,null, 18.1 x 17.2 x 7.6 cm , 229g
Action Base 3 ,Bandai,"1/144 , 1/100",Action Base,"Mid Mar., 2011",702yenabout6.16USD,"5.13USD

",sO,2126842, 29 x 25 x 2 cm , 130g
Mechanical Base 3 ,Kotobukiya,Modeling Support Goods,"Mid Jul., 2010",648yenabout5.69USD,"

570yenabout5USD

",sO,null,null, 18.4 x 13 x 2.3 cm , 50g
Action Base Lightning Base Plate Type Blue Ver. ,Bandai,Action Base,"Late Dec., 2009","1,296yenabout11.37USD","

1,080yenabout9.48USD

",sO,null,null, 17.5 x 14.5 x 2.6 cm , 153g
1/144 MS Hand 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112779205, 24.8 x 17 x 1.3 cm , 44g
1/100 MS Hand 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",5.69USD,4.74USD,4543112765024, 24.7 x 16.9 x 1.8 cm , 58g
1/144 MS Hand 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112764973, 25.2 x 17 x 1.8 cm , 42g
Non Scale MS Sight Lens ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112764966, 25 x 17 x 1.2 cm , 40g
1/144 System Weapon 003 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Aug., 2012",11.37USD,9.48USD,4543112776891, 19 x 15.5 x 4.5 cm , 197g
Gunpla LED Unit 2 pieces Set ,Bandai,"Late Sep., 2011","1,188yenabout10.42USD","

990yenabout8.69USD

","
9pointsOther Currencies
",null,null,null, 18 x 12 x 3.5 cm , 35g
System Base 001 ,Bandai,Builders Parts,"Late Dec., 2011",972yenabout8.53USD,"

810yenabout7.11USD

",sO,null,null, 29.8 x 19 x 6.8 cm , 334g
1/144 System Weapon 002 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Jan., 2012",11.37USD,9.48USD,4543112731364, 19.1 x 15.5 x 4.6 cm , 168g
1/144 System Weapon 001 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Dec., 2011",11.37USD,9.48USD,4543112716293, 19 x 15.7 x 4.6 cm , 153g
1/144 System Weapon 009 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Jul., 2015",12.32USD,10.26USD,4543112967237, 19 x 15.5 x 5.5 cm , 177g
Non Scale MS Vernier 03 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late May, 2015",5.69USD,4.74USD,4543112966865, 25 x 17 x 3 cm , 45g
Non Scale MS Sword 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late May, 2015",5.69USD,4.74USD,4543112967091, 25 x 17 x 2.5 cm , 40g
Non Scale MS Armor 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Nov., 2014",4.74USD,3.95USD,4543112943613, 25.4 x 16 x 0.8 cm , 34g
Non Scale MS Marine 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Nov., 2014",5.69USD,4.74USD,4543112943620, 25.3 x 15.1 x 1.5 cm , 47g
Non Scale MS Funnel 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Early Jul., 2014",5.69USD,4.74USD,4543112914002, 25.3 x 17 x 2.5 cm , 51g
Non Scale MS Ground 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Early Jul., 2014",5.69USD,4.74USD,4543112913999, 25.3 x 17 x 2 cm , 48g
1/144 System Weapon 008 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Aug., 2014",12.32USD,10.26USD,4543112903815, 19 x 15.5 x 5.5 cm , 185g
1/144 System Weapon 007 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Mid Jul., 2014",12.32USD,10.26USD,4543112895097, 19 x 15.5 x 5.5 cm , 193g
Non Scale MS Launcher 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Early May, 2014",4.74USD,3.95USD,4543112895752, 25 x 17 x 3 cm , 44g
Non Scale MS Cannon 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Early May, 2014",4.74USD,3.95USD,4543112895745, 25.1 x 16.3 x 2 cm , 50g
Non Scale MS Vernier 02 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Mar., 2014",5.69USD,4.74USD,4543112891815, 25.5 x 17 x 2.3 cm , 40g
Non Scale MS Reinforced Wing 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Mar., 2014",5.69USD,4.74USD,4543112891822, 25 x 17 x 1.5 cm , 45g
1/144 System Weapon 006 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Mid Dec., 2013",11.37USD,9.48USD,4543112851338, 19.2 x 15.6 x 5.5 cm , 195g
1/144 MS Spike 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Mid Sep., 2013",4.74USD,3.95USD,4543112836441, 24.4 x 17 x 2.3 cm , 30g
MS Pipe 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Mid Sep., 2013",5.69USD,4.74USD,4543112836458, 25.5 x 16.9 x 2 cm , 57g
1/144 MS Hand 04 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Mid Jun., 2013",4.74USD,3.95USD,4543112823359, 25.5 x 17 x 1.5 cm , 41g
1/144 MS Hand 03 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Mid Jun., 2013",4.74USD,3.95USD,4543112823342, 25.7 x 17 x 1.5 cm , 38g
Non Scale MS Detail 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Jun., 2013",5.69USD,4.74USD,4543112823366, 25 x 17 x 1.5 cm , 38g
1/144 System Weapon 005 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Mid Jun., 2013",11.37USD,9.48USD,4543112822598, 19.1 x 15.5 x 5.5 cm , 206g
Non Scale MS Emblem Relief 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Apr., 2013",4.74USD,3.95USD,4543112815873, 25.5 x 17 x 1 cm , 40g
Non Scale MS Radome 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Apr., 2013",5.69USD,4.74USD,4543112815880, 25.5 x 17 x 1.7 cm , 54g
Non Scale MS Panel 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Apr., 2013",4.74USD,3.95USD,4543112815866, 25.5 x 17 x 0.7 cm , 38g
System Base 001 ,Bandai,Builders Parts,"Mid Feb., 2013",972yenabout8.53USD,"

810yenabout7.11USD

",sO,null,null, 29.8 x 18.8 x 6.6 cm , 336g
System Base 001 ,Bandai,Builders Parts,"Mid Feb., 2013",972yenabout8.53USD,"

810yenabout7.11USD

",sO,null,null, 29.8 x 18.8 x 6.6 cm , 339g
Non Scale MS Sight Lens 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jan., 2013",4.74USD,3.95USD,4543112813923, 25.2 x 17 x 1.5 cm , 39g
Non Scale MS Sight Lens 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jan., 2013",4.74USD,3.95USD,4543112813916, 25.2 x 17 x 1.5 cm , 39g
1/144 System Weapon 004 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Late Dec., 2012",11.37USD,9.48USD,4543112796493, 19 x 15.5 x 5.5 cm , 201g
1/100 MS Figure 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Mid Nov., 2012",5.69USD,4.74USD,4543112765055, 25.5 x 17 x 1.5 cm , 37g
1/144 MS Figure 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Mid Nov., 2012",4.74USD,3.95USD,4543112765000, 25.5 x 17 x 1.5 cm , 31g
Non Scale MS Tank 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Nov., 2012",5.69USD,4.74USD,4543112785473, 25.5 x 17 x 2.5 cm , 49g
Non Scale MS Thruster 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Nov., 2012",5.69USD,4.74USD,4543112785466, 25.5 x 17 x 1.5 cm , 37g
Non Scale MS Blade 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Mid Nov., 2012",4.74USD,3.95USD,4543112785480, 25.5 x 17 x 2 cm , 40g
1/100 MS Spike 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",5.69USD,4.74USD,4543112765062, 25.4 x 17 x 3.5 cm , 40g
1/144 MS Spike 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112765017, 25.5 x 17 x 3.1 cm , 35g
1/100 MS Effect 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",5.69USD,4.74USD,4543112765048, 24.5 x 17 x 2.4 cm , 56g
1/144 MS Effect 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112764997, 24.8 x 17 x 1.3 cm , 39g
1/100 MS Vernier 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",5.69USD,4.74USD,4543112765031, 24.7 x 17 x 2.1 cm , 45g
1/144 MS Vernier 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",4.74USD,3.95USD,4543112764980, 25.4 x 17 x 2 cm , 38g
1/100 MS Hand 02 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2012",5.69USD,4.74USD,4543112779212, 24.7 x 17 x 1.6 cm , 62g
1/144 MS Hand 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111955, 24.9 x 17 x 1.3 cm , 43g
1/144 MS Hand 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111924, 25.5 x 17 x 1.3 cm , 42g
Non Scale MS Sword 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111917, 24.9 x 17 x 1 cm , 39g
Non Scale MS Vernier 03 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111900, 25.2 x 17 x 3 cm , 43g
Non Scale MS Marine 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111894, 24.5 x 17 x 2.8 cm , 47g
Non Scale MS Armor 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111887, 25.3 x 17 x 1.3 cm , 34g
Non Scale MS Funnel 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111870, 25.2 x 17 x 2.5 cm , 52g
Non Scale MS Ground 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111863, 25.3 x 17 x 2 cm , 47g
Non Scale MS Launcher 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111856, 25.2 x 17 x 2.5 cm , 45g
Non Scale MS Cannon 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111849, 25 x 17 x 2 cm , 50g
Non Scale MS Reinforced Wing 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111832, 25.3 x 17 x 1.6 cm , 47g
Non Scale MS Vernier 02 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111825, 25.2 x 17 x 2.4 cm , 41g
Non Scale MS Detail 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111818, 25.2 x 17 x 1.5 cm , 38g
Non Scale MS Radome 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111801, 24.8 x 17 x 1.2 cm , 54g
Non Scale MS Emblem Relief 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111795, 25.7 x 17 x 1 cm , 41g
Non Scale MS Panel 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111788, 24.9 x 17 x 0.9 cm , 39g
Non Scale MS Sight Lens 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111771, 24.8 x 17 x 1.2 cm , 36g
Non Scale MS Sight Lens 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111764, 25.2 x 17 x 0.8 cm , 38g
Non Scale MS Thruster 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111757, 24.9 x 17 x 0.9 cm , 37g
Non Scale MS Tank 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111740, 24.6 x 17 x 1.5 cm , 49g
Non Scale MS Blade 01 ,Bandai,Non,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111733, 25.3 x 17 x 1.3 cm , 40g
1/144 MS Pipe 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111726, 25 x 17 x 2 cm , 57g
1/100 MS Figure 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111719, 24.7 x 17 x 1 cm , 37g
1/100 MS Spike 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111702, 24.7 x 17 x 3.5 cm , 39g
1/100 MS Effect 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111696, 24.7 x 17 x 3 cm , 53g
1/100 MS Vernier 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111689, 24.8 x 17 x 2.4 cm , 44g
1/100 MS Hand 02 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111672, 14.9 x 17 x 2.3 cm , 61g
1/100 MS Hand 01 ,Bandai,1/100,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",5.69USD,4.74USD,4549660111665, 25.2 x 17 x 2.2 cm , 56g
1/144 MS Spike 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111658, 24.5 x 17 x 2.5 cm , 31g
1/144 MS Hand 04 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111641, 24.7 x 17 x 1.8 cm , 41g
1/144 MS Hand 03 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111634, 24.7 x 17 x 1.3 cm , 37g
1/144 MS Figure 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111627, 24.8 x 17 x 1.5 cm , 30g
1/144 MS Spike 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111610, 25 x 17 x 2.8 cm , 34g
1/144 MS Effect 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111603, 25 x 17 x 1.8 cm , 38g
1/144 MS Vernier 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111597, 24.5 x 17 x 2.5 cm , 37g
1/144 MS Hand 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111580, 25.3 x 17 x 1.7 cm , 43g
1/144 MS Hand 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2016",4.74USD,3.95USD,4549660111573, 24.5 x 17 x 1.5 cm , 41g
1/144 MS Hand 02 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Oct., 2015",4.74USD,3.95USD,4549660013099, 25.5 x 17 x 2 cm , 43g
1/144 MS Hand 01 ,Bandai,1/144,Builders Parts HD,Mobile Suit Gundam,"Late Jul., 2015",4.74USD,3.95USD,4549660015031, 25.5 x 17 x 1.8 cm , 42g
1/144 System Weapon 010 ,Bandai,1/144,Builders Parts,Mobile Suit Gundam,"Mid Aug., 2015",12.32USD,10.26USD,4543112967244, 19.3 x 15.5 x 5.6 cm , 163g
Marking Seal Principality of Zeon Ver. ,Seika,"Marking Seal , D","Early Dec., 2003",216yenabout1.9USD,"

170yenabout1.49USD

",sO,null,null,null,null
Marking Seal MS-06 Zaku II Ver. ,Seika,"Marking Seal , C","Early Dec., 2003",216yenabout1.9USD,"

170yenabout1.49USD

",sO,null,null,null,null
Marking Seal Char Aznable Ver. ,Seika,"Marking Seal , B","Early Dec., 2003",216yenabout1.9USD,"

170yenabout1.49USD

",sO,null,null,null,null
Marking Seal RX-78-2 Gundam Ver. ,Seika,"Marking Seal , A","Early Dec., 2003",216yenabout1.9USD,"

170yenabout1.49USD

",sO,null,null,null,null
Gundam Decal ,Bandai,1/100,"Gundam Decal , 8",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134126, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 24",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134151, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 21",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134116, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 13",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134131, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 15",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134133, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 12",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134130, 19 x 11 x 0.1 cm , 42g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 11",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,null, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 7",Mobile Suit Gundam,"Late Jun., 2007",3.79USD,3.16USD,4543112341259, 19 x 11 x 0.1 cm , 6g
Gundam Decal for 1/144 SEED Series ,Bandai,1/144,"Gundam Decal , 42",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,0150683, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 41",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,4543112506825, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 40",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,4543112506818, 19 x 11 x 0.1 cm , 6g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 39",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,4543112506801, 19 x 11 x 0.1 cm , 7g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 38",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,4543112506795, 19 x 11 x 0.1 cm , 7g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 37",Mobile Suit Gundam,"Late Jul., 2007",3.79USD,3.16USD,4543112506788, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 16",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112341341, 19 x 11 x 0.1 cm , 6g
Gundam Decal for SEED Destiny ,Bandai,1/100,"Gundam Decal , 36",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112490032, 19 x 11 x 0.1 cm , 6g
Gundam Decal for A.O.Z Series ,Bandai,1/144,"Gundam Decal , 35",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112490025, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 34",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112490018, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 33",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112490001, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 32",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112489999, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 31",Mobile Suit Gundam,"Mid Mar., 2007",3.79USD,3.16USD,4543112489982, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 14",Mobile Suit Gundam,"Early Oct., 2006",3.79USD,3.16USD,4543112341327, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 23",Mobile Suit Gundam,"Early Oct., 2006",3.79USD,3.16USD,4543112341501, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 19",Mobile Suit Gundam,"Early Oct., 2006",3.79USD,3.16USD,4543112341372, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 18",Mobile Suit Gundam,"Early Oct., 2006",3.79USD,3.16USD,4543112341365, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 22",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134149, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 20",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134138, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 17",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0134135, 19 x 11 x 0.1 cm , 6g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 30",Mobile Suit Gundam,"Early Aug., 2006",3.79USD,3.16USD,4543112450838, 19 x 11 x 0.1 cm , 6g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 29",Mobile Suit Gundam,"Early Aug., 2006",3.79USD,3.16USD,4543112450821, 19 x 11 x 0.1 cm , 6g
Gundam Decal for ,Bandai,1/144,"Gundam Decal , 28",Mobile Suit Gundam,"Early Aug., 2006",3.79USD,3.16USD,4543112450814, 19 x 11 x 0.1 cm , 6g
Gundam Decal ,Bandai,1/100,"Gundam Decal , 26",Mobile Suit Gundam,"Early Aug., 2006",3.79USD,3.16USD,4543112450791, 19 x 11 x 0.1 cm , 6g
